commentaire;label
"""@lacagoule8462 ESCROQUERIE! VOUS AVEZ VOLÉ LE VOTE DU PUBLIC, QUI EST LE VRAI SPECIALISTE. L'ARGENT A POURRI CETTE DISTINCTION. BRAVO A OUSSMANE,.""";1
@Metabethy07 Nous t‘aimons Dembele 🎊🥳🥰;1
@vangeenjohanna03 ❤❤❤😢;1
"Je Remercie le Seigneur vous bénisse et protège bonne chance aux PSG.""";1
@filo5535 Ormai ha più credibilità il torneo dei bar del pallone farloccone;0
@sebastiencolson7739 Exceptionnel💪💪💪👍;1
"""@Pelvilain11 Une belle travaille équipe avec Le PSG, bravo Dembélé pour cette année""";1
@MrJojoeast Comme quoi la pizza ça paye 😌;0
@mikailsahin5684 Bravo 1er et dernier 😅😅;1
@pelemutombotshibuabua6846 Ton discours ma fait versé une larme 😊;0
@alisgelondown8472 Bravo Ousmane Dembelé 🤍;1
@juniorkugbe9938 Waoooo c'est très émotionnel ❤❤❤;1
@skylerthehuman8012 Well deserved 🎉🎉🎉🎉🎉🎉🎉🎉🎉;1
@Yess-Mann 😂😂😂 aucune valeur ce titre depuis Franck Ribéry;0
"pas grave ,on a gagné 1.0""";0
"""@CyrilOvic Marseille a mis un but , le PSG écrit l'histoire 😂 ballon d'or et 3e Vitinha meilleur entraîneur, meilleur gardien et meilleur club du monde , champion d'Europe et super coupe d'Europe, profite bien de ton but contre un PSG B 😂""";1
"on l apprécie ❤""";1
@lelongdusud ​ @CyrilOvic c le katar qui écrit l histoire 😘😘😁;0
@CyrilOvic ​ @lelongdusud c'est Tapie le voleur qui a écrit l'histoire de ton club minable 😘;0
@edjemeesme816 Bravo;1
@steppingrazor007 Chapeau! Hakimi 6ème par contre 😶;0
@edouardgaming7823 franchement cole palmer mérite pas le top 8. Pedri l'aurait mérité;1
"Il a grave mérité à 💯 Félicitation Ousmane Dembélé pour cette belle récompense 😍🥰""";1
"Bravo Dembelé""";1
@huguessuana3085 You deserve it .Thanks;0
@ElielBoffink Bravo Ousmane;1
@NinoSivro-qx3zc Bip bip doit s'en morde les doigts d'avoir quitté le psg 😂😂😂;0
@nakidayoraudgnazale5883 Et Ousmane balón d'or;0
@ludovic9477 Bravo 🔴🔵;1
@aurelieluneau7379 Et Ousmane ballon d'or;0
"Il y a quelque chose qui cloche😢😢""";0
@OVOUONAEstherDaniella Cette humilité qu'il a c'est ce qui lui a permis d'être le premier noir à avoir le ballon d'or d'Europe. ❤L'HUMILITÉ PRÉCÈDE LA GLOIRE❤. FELICITATIONS OUSMAAAAAAANE DEMBÉLÉ!!!;1
@thibautchevalier6409 Le premier noir ? Euh... George Weah...;0
"""@FernandNdagano Oui, l'humilité précède la gloire,et l'orgueil précède la chute !""";0
"""@Dark97410 On s'en fout si c'est un premier noir, ta gueule. Arrêtez avec vos barrières à la con. C'est un  humain qui a gagné le ballon d'or pas une couleur de peau.""";0
"""@SowhoisGæ2day Parce que Ronaldinho , Rivaldo et tous les Autres bresiliens étaient blanc weh?""";0
@OVOUONAEstherDaniella ​ @thibautchevalier6409 GEORGES WAI C'EST LE PREMIER BALLON D'OR AFRICAIN.MON PTIT FRÈRE ET MES GRANDS FRÈRES ET LEURS POTES FAISAIENT DEBAT SUR ET À CAUSE DE SA COULEUR DE PEAU ILS ONT DÉCIDÉ DE CREER LE BALLON D'OR AFRICAIN.;0
@OVOUONAEstherDaniella ​ @SowhoisGæ2day METIS DIFFÉRENTS DE BLANC. LESMETIS SONT ACCEPTABLE COMPARÉS AUX NOIRES COMME VINICIUS ET DEMBÉLÉ ET PUIS SI C'EST MOI OU CE BALLON D'OR CEST FAUX CAR L'OR PÈSE.MES FRÈRES M'ONT DIT QUE DES GOSSES AVAIENT SOULEVÉ ÇA.;0
@BingoBingo-b7p1h Imagine on célébrait Messi et Ronaldo Aujourd'hui on a Dembelé et Vini...;0
@rodolphe6160 Il est humble;0
@José2607slyzen Jesus vous aime 🙏❤️‍🔥☝️✝️;0
"Félicitations 🎉🎉🎉""";1
"Bref le ballon d'or n'est plus ce que c'était depuis pas mal d'années soit c'est pour le merchandising (Cristiano Ronaldo Messi) soit tu gagnes la champions League et basta 😮😢.""";0
@estebanramosjimenez7291 C'est beau de le voir gagner mais encore plus de voir Ronnie lui donner le trophée....🙏🙏🙏;0
@RahmaOmar-gu6nw Bravo OSMAN 🎉🎉🎉;1
@Mk_9216z Ehhhhh Ousmane ballon d'or;0
"Bravo.""";1
@Mnord1 Merci ❤;1
"France foot ! Ok""";0
@YayaBarry-g5p Ousmane ballon d'Or et Ousmane ballon d'or ❤❤❤❤❤;1
@delphineteyssonneau5311 Bravo Ousmane❤❤;1
@DerrickArinda-w4g You deserved it bro;0
@pereznjoh4868 Masterclass de Ousmane 👏👏👏Quel discours.. 👌;1
@Gavroche896 Le nombre de fautes mon dieu;0
@michaelibiza349 Comme dab un classement de merde;1
@MariePeyronnet-h2z Exeptionel ×5❤😂;1
@BARBARESQUE45 😄😄😄😄😄 c'est qui ce joueur;0
@pat963 Le carnaval  continue;0
"""@ParfaitNguele Chassé du Barça, comme un mauvais esprit, il devient ballon d'or dans son nouveau club, le PSG ! Certains problèmes obstinés que vous endurez sont votre ascenseur pour des percées extraordinaires et des bénédictions inaccoutumées !""";1
"""@CyrilOvic Il n'a pas été chassé du Barça , au contraire, c'est lui qui est parti ..Xavi voulait absolument le garder ..""";0
@Zizou212mejri Je suis barcelonais mais j'étais tlm sur que Dembelé va gagner le ballon d'or il a fait une superbe saison en gagnant la ligue de champion et la coupe de France et la ligue 1 félicitations a vous les parisiens il était exceptionnel ( j'aurais jamais cru que Dembelé aurait le ballon d'or avant mbappe 😂😂);1
@MickaëlAscona Gg Ousmane tu le mérites;1
@Sunnyside.168 😂😂😂;0
"""@leonleon160 C'est scandaleux. En 2023-2024 ,vini n'avait pas reçu le ballon d'or pourtant il a été phénoménal. Chaque année les critères évoluent pour permettre aux clowns de remporter le ballon d'or ( canavaro, rodry , Dembelé, mbappe 2025).""";0
@MyPixel17 Tu le donnes à qui bouffon ?;0
@Abyat-mignon 🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷;0
@boriceconstantinpoukandjan6568 Un gars sincères et très émotif;0
@Abyat-mignon Bd bar;0
"""@mikawel6128 Magnifique discours plein d'émotion, vraiment un bon gars OUSMANE ❤""";1
@seddikbenaissa4372 Et Ousmane ballon d'or🎉;1
@queenamr1970 You deserve to win it dembele;0
@steevenmohamed2616 💪🤩🇪🇦⚽🇫🇷🤩💪👏🏿👏🏿👏🏿;1
@Vplus97 Félicitations! Tu le méritais amplement;1
@ldr3003 Eh oussaman n'allons. D'or🎉🎉🎉🎉🎉;1
@Mohamed27-j1m Je me rappellerai toujours au quartier qui fasse froid qui neige qui pleut toujours avec le ballon au pied au  stade même tout seul regarde maintenant hamdouillah;0
"축구 시상식을 하기 위해 저 못생긴 아프리카인을 부른 거냐? 부끄럽지도 않냐? 저건 무슨 후진적인 언어냐? 너희들은 더 진보해야 돼.""";1
@BladimirButin North Korea 🇰🇵 🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇵🍜🍚🥢;0
"Un compagne de dénigrement soigneusement orchestrée à été menée. Dégueulasse !!! 🤮🤮🤮""";0
@ttdu93 Bien joué Ousmane;0
@ttdu93 Le prochain kyky;0
@davidlouhoungou_off J’ai pleuré;1
@hudiamichael2791 Rien à dire ! C est Mérité …! ❤💙👍🇫🇷👍;1
@-ci7ru Hakimi ❤❤❤❤❤❤❤❤❤;1
"😢😢""";0
"""@boriceconstantinpoukandjan6568 Tu le mérites, toutes mes félicitations.""";1
@AminataSissako-d9r2k Bravo Ousmane🎉❤;1
@beatricer6862 C'est mérité. Bravo Ousmane;1
"En revanche il y en a un qui a brillé par son absence c'est mister Boulard Mbappe... le mec ne viendra que quand il sera sûr de gagner ??? c'est minable en plus il a joué avec Dembele cela aurait ete respectueux pour lui qu'il soit la, rien que pour cela jamais il ne l'aura ce ballon d'or.""";1
@Трис-б3н 🤮🤮🤮🤮 Позор! Должны были отдать Рафинье;0
@runkalbass6306 J'aime bien la tête de sa mère pas là pour rigoler prenez exemple mes soeurs;0
@HtetmyatmyatZAW dembele Good Luck;1
@sanecadeau3411 Je pense que c le discours le plus touchant de. l histoire du ballon d or;0
@NGAN-x2q Quelle fierté ! Bravo à M. Ousmane Dembele pour le Ballon d'or 2025. Le talent et le mérite français ont été récompensés !;1
@paulinedjunga8895 Finally c’est exceptionnel 🤧;1
"Il a le charisme d’un poulpe mais bravo à lui. Il a fait une saison pleine.""";1
@sanecadeau3411 Et ousmane ballon d or🎉🎉🎉🎉;1
@PreciousChingani He deserves it 💪💪💪🙌👌;1
@carlenebrown3243 Dembele is not the best❤;1
@djamodjamaofficiel La première fois de l histoire un homme noir qui soulève la ballon d or c est incroyable je suis fier même si j aim yamal au fond ❤;1
@AureoleBoselu Ronaldinho est blanc?;0
@legolas28558 George Weah est le premier;0
@djamodjamaofficiel  @legolas28558 Africain❤😂;1
"""@teddyz7364 Tu regardes le foot depuis peu pour dire une connerie pareil. Eusebio, gullit, weah sont blancs ?""";0
"""@djamodjamaofficiel  @teddyz7364  a tu compris LË proverbe de Socrate(vert et naître, mieux placer sur la route)""";0
@tonysatch2065 Bravo Dembélé pour le ballon d’or tu le mérites;1
@mamadoutoure944 Je suis fière une sensation indescriptible merci ousmane!;1
@Diamndfrancis Congratulations dembele !;0
@FutureVandross-v4v Comme si mere est fachée avec lui;0
@djibrilking1 https://youtube.com/shorts/rulYlWQGAZU?si=XuTs6B1NSXpYvRii;0
@raherindrainytsarahasy maman c'est forte. ❤ félicitations Démbélé.;1
@tounsi9415 Je suis content pour lui;1
@fikarmahulauwfikar 😮;0
@bachirmessi3352 Plutôt ballon d’or vole par un lobby franco qatarie malheureusement;0
@ShamKhatib-n4y5x Osmaneee;0
"""@youtubeurultra6070 Bravo Dembouz, c'est archi-mérité ! 💖💙🏆""";1
@PrimitiveTerrain J'ai les larmes au yeux tellement qu'il est sincère.  Quelle belle personne.;0
@HassanElbahlouli 😅😅;0
"""@cpt-bossman I'm a Chelsea FC supporter! I just want to say well deserved Dembele, job well done!""";0
@adolphealimasi7807 Les grands sportifs viennent souvent des familles très difficiles 😂😂😂;0
"""@CyrilOvic C'est normal surtout dans le football, sport populaire dans les quartiers car on peut jouer au football facilement, juste un ballon il faut .. puis seuls ceux qui ont vraiment faim font tout pour bien manger 😉""";0
@e.mohamed-wj5lr Nos Chaleureusrs et Sincères Félicitations Mérités à Dembelée. Le prochain ⚽️ sera pour Hakimi 🤲🇲🇦👍;1
@LancinetAbdoulayeKonate Y’a même pas Guirassy;0
"""@Camilabrsl Le moment où il remercie sa ville me fait rire 🤣🤣 wow..  ❤️ hyper émouvant surtout sur sa mère, il mérite de ouf le ballon d'or 🔴🔵""";1
"Salutations de 🇳🇨🇳🇨🇳🇨🇳🇨""";1
@mayetucarogerio3336 Où vinis junior;0
@halmo68 Félicitations à lui.;1
"Dommage qu'il n'évoque pas sa femme.""";0
@foreversamir On remercie toujours la mère mais rarement le père...... Le soldat invisible;1
@cedrickihoulou6575 Svp de ne pas spolier les résultats;0
@cedrickihoulou6575 Bravo à Démbele;1
@GabyPuth 6:09 le regard de cubarsi 🤣🤣;0
@SuperBenfish Ronaldinho aussi avait l'air très fier de remettre ce trophée à Ousmane;1
@betoaigle7586 Lamine yamal est mil fois plus jouer que dembele;0
@SerigneNdiaye-n5e ❤❤❤ousmane👏🏾👏🏾👏🏾;1
"""@SuperBenfish """"Exceptionnel""""... le mot phare de ce discours""";1
@cedrictv8782 Pourquoi je suis entrain de pleurer ??;1
@dortdyry702 Mérité 100 fois🎉;1
@smk.kg1 ❤🎉🎉🎉 my brooo;1
@EliasàElielMoke Courage à nous les africains;0
@CR7..SIUUU1.0 Congratulations. But for me it was  Yamal;0
@zipperdry2194 Ils nous a tous fait pleurer;1
@jeremyndebo3755 C’est vraiment dommage pour Vinicius c’est triste de voir ça quand même mais félicitations à dembouzzz c’est mérité;1
@samsungsamsungg-bz3pl Lamin Lamin Lamin yamal yamal 😢😢😢😢😢😢😢😢😢😢😢😢;1
"""@ahmedyousefelkbeer Salah truly deserved it. It’s good he didn’t attend, as he no longer respects an award stolen from him many times. Even when he won the Champions League, Club World Cup, Premier League, and was top scorer of the toughest league, they denied him. He doesn’t need it and we no longer respect it.""";1
@papatango5085 Salah deserved it but not in 2024-25 it s not his best season. This year if he won the champions league maybe.;0
@inkgamesfan Chiale;0
@oussamalzjd2821 Soirée dédicaces il est sur skyrock Ousmane 😂😂😂;0
@thierry6761 ❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉🎉🎉;1
@EmeranTekadam Félicitations Ousmane🥳🥳🥳 tu as mérite ton ballon d'or 🎉🎉 le travail acharné voilà ce que ça donne''récompense '';1
@Isaac-u6x2e Mais je merai donner à lamine ce moi Ronaldinho de Nigeria;0
@aimadeddinelahbib Vitinha 3rd ????!!;0
@samsungsamsungg-bz3pl 😢😢😢;1
"""@MrFlashknight Sans l'aide des médias ou de ses entraîneurs, ca se joue sur le terrain. Ça donnera une leçon d'humilité a certains""";0
"The winner League 1, UCL, UNL, Best Player UNL""";0
@bambapaty7141 Dembele l’a amplement mérité ❤;1
"The winner League 1, UCL, UNL, Best Player UNL""";0
@SoureyaLoumbi Logique;0
"""@mohamedabdou8878 Bravo champion, t'as travaillé dur 🎉❤""";1
@SimoCasawi-i2w 😂😂😂;0
@maximecoubes1872 Mon moment préféré c'est lamine Yamal qui disait absolument rien.;0
"Son parcours est vraiment inspirant et ce discours sincère reflète pleinement qui il est 👏""";1
@gabrielm6422 Damnnn Katie is really aging;0
@SUPERNIK0777 MERCI OUSMANE;1
@StoneMukoko-u2c Ousmane ballon d'or;0
"""@samkim6671 Bureaucracy  😂 en ballon d'or , coupe du monde..etc""";0
@Argana78 Dembele ❤ Mbrouk 🇲🇦;1
@NadiaPereiraagrela Ouiiiiiii ail a gagner 🥳🥳🥳🥳🥳🥳;1
@zinckflix9045 Mérité 🎉😊;1
@mozazilong 7:15he talks about leo messi❤;1
@AshleyRobine Ousmane très humble c est pour ça il à tout gagner;0
@souilemkhalil6445 C'est une mascarade;0
"""@toxigro93 Voilà, et voilà, en fin voilà!""";0
"Rien à redire""";0
@thaddeetshimbulu9015 C'est vraiment mérité Mec;1
@ThiagoDiaz-h2n G;0
@CabdinajiibCabdu Goat demebele  owner ballondior  he deserves  more;0
@AshleyRobine Enfin un vrai black panthère gagne le ballon d or;0
@AshleyRobine Dembouz il à bcp été un soutien d Obama étang c est un très bon joueur;0
@LeKabyle75 Un attaquant n'a pas plus de mérite que les autres ce trophée a perdu sa valeur;1
"quality player avalaible now equal mbapee,yamal and dembele""";0
@Ahmeddamlat-tt2id Ohhh  on est fier  de toi dembelé il le meritait  il m a fait pleurer 😢😢;1
@Djeseune Exceptionnel;1
@chicomanueldiasjamo536 Amazing;0
@mlrg9714 c'est la premiere fois que je regarde le ballon d'or  allez paris merci ousmane;1
@bastinou6732 Mérité;1
@JermeiMacaigne J’aurais préféré Akimi mais Dembelé le merite également.;1
@mamadykourouma5759 On es Barcelonai mai tu le mérite ❤;1
@EwrTahsu Our two Muslim brother ❤;1
@GoletIkossieEvra 🙄;0
"""@MaxOoh-s5r Et Ousmane ballon d'or, et Ousmane d'or. Félicitations Ousmane Dembele, trophée amplement mérité.""";1
"""@juju91-s5d Je suis pour l'om francais avant tout bravo ousmane très content pour toi tu le mérite,  et aussi kylian pour moi ❤""";1
@carlosfreitas8263 Bravo Dembouz humilité simple propre tu as du mérite;1
"""@Kamal1996-v4d Good luck Osman, there is no question of raising questions.""";1
@pepsikopatte6556 Bravo👍👍💪💪;1
@medSad333 Hakimi ballon d'or fuck france football;0
@RoukshalFakeera Yamal a le seum 😂;0
@linomalaga5870 #boycottFIFA  que vergüenza 😮😮😮;0
@Alfredo-y9f Ptdr Yamal a fait déplacer 20 personnes pour qu’ils puissent le voir perdre au dernier moment 😂😂;0
@NathanMakwaya Way to go Ousmane 🎉🎉❤;1
"dembouz tu l’as largement mérité, continue de brillé, qui aurait crue que tu l’aura avant beaucoup d’autres grand joueurs de cette génération""";1
"""@brisBaraka Apparemment ils ont fait la justice, bravo 👏👏""";1
"""@atikelhachioui5759 On un mot, c’est exceptionnel 🎉""";1
@hujambokorodani3448 Bravo Ousmane ! J'espère que Yamal aura un jour son ballon d'or;1
@floriancotard3364 Evreux 27  😌👏👏👏👏 on n’est là;1
"Nikel""";1
@NoeMoubamba Il est vraiment reconnaissant ❤;1
@paterne5993 Voilà une décision qui en matière de ballon d'or fait l'unanimité.  Le gars est poli humble et très reconnaissant. Plus Heureuse est sa mère biologique.  Bravo Dembele;1
@LenskyJeanPierre Amen;0
@RachidSimply Je veux seulement savoir pourquoi il n'a pas remercie sa femme est-ce qu'il n'est pas marié;1
@TerminatorKash Tu mérite  mon pote;1
@ResetReset-z5o Il l'a mérite 💯;1
@MaxmudMusayev-u5h My favorite  was Mbappe. But Dembele has taken ballondor;0
@Abass-md1iu Il la vraiment mérité ❤;1
@lisopart et ou est passé erling halland ?;0
@theone-only1 Bravo dembelé;1
@AdhamHUDOYQULOV 🎉🎉🎉🎉🎉;1
@AmadouDiallo-i2c ❤😢❤😢❤❤❤super ❤cool Souma ❤🎉🎉;1
@usaoran C est Afrique qui règne dieu aime sa creature la bonne foie envert dieu a gagner bravo petit;1
@AssandrizzyymomadeMomade Isso chama-se polémica essa bola ia ser desse jovem lamine yamal!!!;0
@joepatton9016 Il m'a fait pleure;1
@ikspali6360 Imagine winning BD and there is Dinho waiting for you on that stage. DINHO!!;0
@Асель-я8э9ф Усман Молодец❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉🎉;1
@Асель-я8э9ф Ямал очень Молодой до Золотого Мяча😂😂😂😂😂😂😂😂😂😂😂😂он ещё ничего не сделал для этого😢😢😢😢;0
@MomoMomo-h3x La supercherie de l'année. Le football est mort car il est corrompu par le wokisme;1
"""@verapalves1033 Foi merecido, parabéns 👏👏👏👏♥️""";1
"""@donaldy1202 Bravo Bembélé 👋👋👋👋Le prochain, ce sera à toi, Yamal. Attends un peu and keep shinnig""";1
"Et la blague en plus Hakimi 6eme""";0
@ahmkrm934 Les discours tout droit sortis du cœur comme celui ci il y’a rien d’aussi émouvant et authentique un ballon d’or mérité #ousmaneballondor❤️;1
@sergemuller-s2i Le ballon d'or est la preuve que le football n'est plus un sport collectif !!!;0
@Ghanati._group Fuck Dembele Staright up stolen;0
"""@saladinnews7340 Il a oublié son père , why ??🤔🤔🤔""";0
@manuelmendiola9939 💛OUSMANE BALLON D'OR 💯Ici c'est Paris ❤💙;1
@PatienceLeugoue Mérité;1
@MoniqueAgboteko Ne jamais baisser les bras ❤🎉🎉;1
@nematjonismailov1224 Respect Usman from Uzbekistan! Usman is big Footballer and good people;1
@ibrahimalidideh6391 Le ballon d'or du peuple!;0
"Mondialisation maudite l'argent avant les êtres humains l'argent qui achète la vérité = la malédiction 👎👎""";1
@SandeepKarki-10M Lamin yamal 💏📻. 😅......and    dembele 🏆;0
@richardkubemba9266 Ballon d or is nomore ballon d or. Woa;0
@AbelardCarlens-i4u Cole palmer qui à détruit le p s g en 8 ème plas c'est une honte pour le football ou était passé Ousmane Dembélé ce jour là😮😮😮😮;0
"""@Bajnax Il n'est même pas le meilleur joueur de son équipe : Hakimi , Vitinha , Fabian Ruiz, Kvara même Pacho ont fait une plus grosse saison que lui mdrr le ballon d'or ça vaut rien. J'ai clairement zappé la cérémonie""";0
@GauthierMoukassa Tu l'as amplement mérité mon gars... Tu as brisés beaucoup des mythes 🎉🎉🎉;1
@abouhanifambechezi4195 La place de pedri est incompréhensible;0
@MdJahangir-k8s1w First time I filing so amazing and I watch the movie of ballon dior;0
@Heinrich3339 Le noir de l’année gg;1
@elayhsnov7082 Asla;0
@GloriaFBangura Congratulation Mr Osman Debela;0
@mieddy6984 Le premier noire a gagné le ballon d'or ?;0
"""@zouheirtng Le triomphe de la simplicité, de l`authenticité, bref de l'humain. Félicitations Ousmane mais Lamine ton moment de gloire viendra si tu continue à bosser. Bravo à tous les deux.""";1
@MRDJADJA509 Il a fait un discours très intéressant et touchant 😊;0
@MRDJADJA509 Ousmane très reconnaissant et très optimiste;0
@يوسفياسينجمعة كنت اعرف انه ديمبلي;0
@KervensBelizaire-q1t 🎉🎉🎉🎉;1
@ridha766 Le ballon d'or de l'humilité ! Kiki aurait du appliquer le discours de Luis concernant Michael Jordan haha;0
@MRDJADJA509 T’es mérité le titre Ousmane Dembelé💪;1
@ToienfatiToien Moi j'aitait sur il a gagné 😂😂😂😂😂😂😂;0
@marthekatili1639 Regarder bien sa couleur de peau c'est bien un africain fabriqué en France;0
@jeanaimar2301 Qu'une honte que ce type soit ballon d'or ... 🤮;0
@nicolasmas3825 Toujours tellement humble ce gars. C'est énorme. Félicitations à lui.  J'en ai eu les larmes aux yeux hier soir.;1
"""@linki5755 Doué 14eme c’est une dinguerie sérieux palmer il fou quoi ici, il a la pire personnalité qu’un footballeur pourrait avoir… bref content pour nos parisiens mais sérieux le reste ça se discutes !""";1
@gladveunick Roni pas besoin de tergiverser il sort le nom directe 😂;0
@JosilUmiong iamal 👎;0
@AlanSebastian-w4j Yamal crying in the corner😂😂;0
@hillarylumbi238 African congratulations;0
@cameroonnewlook544 Bravo Ousmane Dembellé.;1
@dhaisa No thanking God? Sed.;0
@yaolin2620 cole palmer meilleur saison que pedri ?;0
@gerardomedina2585 😂😂😂😂;0
@erickbiya selamat untuk Ousmane Dembélé;0
"This award is rightfully yours.🙌""";0
@AndréIBONGO Je pleure on même temps je suis si fière de toi 🎉❤❤❤;1
@Kilyailyan Pourquoi sa maman était si froide meme sa façon de l’avoir serré !;0
@AndréIBONGO Viens m'épouser stp.;0
@شعبينيت04 2;0
@henrimicheleboule8038 Mérité;1
@xxxxeni111 Rafinha the best!!!!!;0
@IdiiOfficial Un discours très touchant !;0
"This ceremony loses its importance and objectivity. After something like this, the players could be mentally broken. It's simply the robbery of the year!!!""";0
@stephane1133 That's beautiful !;0
@user-bw4fn1oc7f Who is the girl near gullit?;0
@Anvar_edit-u5v Lamine Yamal  winner❤❤;1
@brokejazz2271 Nexf baloon  d will go to isak until mbappe madrid sign a vithna;0
@ArielAka-m7x C'est lui le ballon d'or;0
@olfgangkanaky6868 Rip kiki 😂;0
@MuhammadrizoNabiyev-p2l Pedriiiiiii;0
@SARAASEM Une vraie musulman et honnête bien méritées qu’on a parlé des la maman à croquer direct un vrai bonhomme. Bravo à toi. Osman;1
"""@jean-pierrestraub7530 Et sinon, en bon Français catholique, ça donne quoi?""";0
@alimmusdarjr Alhamdulillah Dembele Winer Ballon do'r 2025❤;1
@AmadouSow-r4o C'est cool ça ❤;1
@Raul-v7i2e Por fin se hizo justicia DEMBELE BALÓN DE ORO ❤;1
@pj386 Il a bien résumé le trophee individuel c'est le collectif qu'il l'a gagné et il a raison c'est ça que je reproche c'est d'avoir donnée un prix individuel pour récompenser un collectif;0
@ArielTorrez-d6v Gano quién lo merecía;0
@wallyissoufbande 🎉🎉🎉🎉;1
@Bibichocolat-yz4mb Euh est-ce qu’il a oublié de remercier son épouse ou bien???? Félicitations à lui;1
"""@AaronjoëlNdonga Lamine banane, pensais qu'il pouvait prendre ca !??😂😂😂😂😂😂, il doit oublié c'était bon comme ca pour Lui""";0
"Et surtout crié sur tous les toits qu’il l’aurait un jour ni qu’il le méritait et que s’il ne l’avait pas ce serait à cause de la France raciste d’Omar Sy et de benzema. Serait-il lucide?😂😂😂""";0
"""@CyrilOvic Celui de Benzema était archi mérité, faut rien n'y connaître pour penser le contraire, sa saison était juste incroyable...""";1
@RoselljavierTorres Lo hicieron como el año pasado con vinicios y ahora con la minyamal;0
@amaBah-r5n Ce vraiment magnifique oui❤❤❤❤ dépuis l’espagne❤ Sévilla capital;1
"""@Yarfune C'est un bon gars le Dembelé. Ça fait plaisir, ça me donner envie de jours au foot""";0
"""@jackyhoarau8896 Il le merite,❤❤❤❤❤❤❤❤wallah""";1
@RoselljavierTorres Robo era llamar lo vuelven a hacer;0
"""@dyndecolchester308 C'est ça un ballon d'or du peuple, un vrai !  Dembegoat 🔥""";1
"""@SongofIceandTea The RACIST !! but hey it's france ballon dor, of course it's double standards""";0
@Bajnax Finally someone say it;0
@MOUSSAABASSMED Merci beaucoup osman ❤❤❤;1
@FranceParis-g1l Il faut parler des cafards du quartiers;0
@Domou_ndakaru NOREYNI niarry leer leu desna bénén inshallah;0
@FranceParis-g1l Honte a l habitat remplie de cafard et de rat association the shanku house;0
@Refbemdiar Felicitations a toi Dembouz. Que Dieu te benisse et t'amene beaucoup plus de succes. 🎉;1
@Ah-xg5ul Yamal c’est fait voler la honte le foot cest vrmt devenu n’importe quoi;0
@alsenycamara6128 Maintenant le ballon d’or c’est pour les noirs ❤;1
@FightEmpire-j9v Debele🎉🎉🎉;1
@FightEmpire-j9v Debele🎉🎉🎉;1
@djresx Eso se llama karma.  ..  bien ahí Dembélé;0
@obiangndonghanshulrich7156 Bravo Dembouz vamos;1
@yakitorisanhc3268 Hakimi 6ème c'est scandaleux;0
"""@Zaidijou Bla bla bla, free palastina""";0
@cypauwiseman J’ai pleuré avec toi. Je suis tellement fier de toi Dembouz ❤;1
"1k pour Dembele.""";0
"On croise les doigts pour avoir une belle coupe du monde surtout aux US, meme si la pression est enorme pour eux !!""";0
@nabilnabs7686 sauf sa femme !;0
"""@merveilmukoko ​ @nabilnabs7686  il a mentionné toute sa famille, mais au plus sa mère était la plus importante.""";0
@merveilmukoko ​ @Aniki82 bien observe la prochaine aventure 😅.;0
"Il n'y a aucune honnêteté dans les garçons se réveiller""";1
@merveilmukoko ​@Soso-m2hoh moins tu reconnais sa grandeur.;0
@lelongdusud ​@Soso-m2hmerci le san😊;1
"et ta mama qu on invite, a monter ?""";0
@Soso-m2h ​ @merveilmukoko oui je reconnais sa grandeur dans le vol la manipulation et la malhonnêteté .;0
@merveilmukoko ​@Soso-m2hen quoi il a manipuler.;0
"C'est une honte de recevoir un ballon d'or alors que tous les chiffres démontrent qu'il est pas le meilleur""";1
"""@merveilmukoko ​@Soso-m2h c'est  ton point de vue, que tu veuilles ou non il mérite, il y a pas débat.""";1
"Ne clairement pas à débattre alors que les chiffres parlent pas pour Dembélé,mais pour raphinha""";1
"Accepte cette réalité, tu n'as pas d'autres choix.""";0
@merveilmukoko ​@Soso-m2h tu te trompe.;0
"Le plus gros vole de l'histoire avec cristiano Ronaldo""";1
"En plus d'apprendre à comprendre le football prenez ce que ça veut dire l'honnêteté""";0
"""@merveilmukoko ​@Soso-m2hun voleur peut il être honnête, au moins Dembelé à donné le meilleur de lui même et il à affirmé dans son discours que le ballon n'était pas dans ces analyses, pour son Dembelé c'est la perfection continue.""";0
@Soso-m2h ​ @merveilmukoko il a fait une très bonne saison et il a fait un très gros progrès par rapport à ce qu'il était avant mais ce n'est pas lui le meilleur et ce n'est vraiment pas lui qui méritait le ballon d'Or quand on voit les chiffres de raphinha et son parcours.;0
@merveilmukoko ​@Soso-m2h Bien au moins la réalité te remets en raison.;0
"""@Soso-m2h ​ @merveilmukoko quel réalité, j'ai jamais dit que Dembélé avait été complètement nul je t'ai dit qu'il mérite pas le ballon d'Or""";1
@merveilmukoko ​@Soso-m2h c'est selon ta logique;0
