commentaire;label
@NaXdericodm He deserves it;1
@ArthurMaitre-ob2ly Le Mauritanie dembele ballon d'or;1
@doctanguy1434 je suis Fans de CR7 je l'ai vu prendre 4 ballon d'or et je n'ai jamais pleuré mais Ousmane me fait pleurer comme un gamin;1
@KevinBernet Dembelé bravo 🎉😊;1
@fatoumatadoumbia9950 Je viens de perdre ma maman  QuAllah l'accueil dans son paradi et je sais à quel point une maman est importante dans la vie d'un homme.  Bravo à maman Ousmane❤❤;1
@zobilegrand Bon courage à toi je suis sur qu'elle est fière de toi;1
@dZ94300 Force à toi 🤲;1
@babsoulbawa9137 Amine Ya Rabbi alaamin;1
@babsoulbawa9137 ​ @dondiego5240 Que âme repose en paix;1
"@MamadouDiop-le3pi AMINE

🙏";1
"@courtemanchhe Mes condoléances, tu vas la rendre fière.
Que la paix soit sur elle et sur ta famille 🙏";1
@fatoumatadoumbia9950 ​ @courtemanchhe merci;1
@SiyahHydra qu'Allah l'emmène au paradis, courage.;1
@as._lrq Amin;1
@selimguehria9832 Bon courage à toi!;1
@ezzahraboufouss3411 الله يرحمها ويغفر لها ويسكنها فسيح جناته يارب العالمين;1
@yazidmansouri8623 ​ @fatoumatadoumbia9950 c'est normal c'est hyper dur pour vous depuis le 30 août c'est encore trop tôt il vous faudra du temps et après ça va passer tout doucement on guerrit jamais on apprend simplement a vivre avec cette douleur  tout doucement courage❤;1
@Andrelevy-t4q Merci frero;1
@djibiahlusunnah6683 Le ballon d’or le plus émouvant 🥹;1
@darkcoqlesith7249 Niveau émotion , ça nous change de Messi le pokemon !!  😋;1
@afrogeek2499 Au moins Yamal ne l'a pas 😁;1
@gracepeter4036 ❤❤;1
@overt2142 Pour une fois il était pas habiller en agent immobilier de Vitry, Bravo a lui;1
@kessaesdrasraoul3281 Je ressens une fière énorme..💥💥;1
@djibrilibrahimahmed1598 Quel parcours ! Il a traversé des hauts et des bas, et sa carrière est une véritable leçon de vie. Bravo Ousmane, le Ballon le plus mérité de l’histoire !;1
@Diméloooo-u4x Bravo Ousmane, bravo 👏🏾;1
@nyrox251 Oui vrm c'est juste grâce au trophée;1
@lapechepourtous9599 trop fort le qatar;1
@archangeunivers9833 Le regard de son ami😢 tu sens qu'ils ont vécu des dingueries ensemble 🎉🎉;1
@17heurdumat Le football a gagné, un exemple bravo.;1
@jsp450 weee ousmane ballon d'or;1
@60nours Il aurait pu également féliciter Lamine Yamal pour être second,si jeune et si talentueux..;1
@KaokokokoroboTV Félicitations encore une fois DEMBOUZ, tu le mérites frérot. Il y a encore d'autres récompenses à venir, reste comme t'es humble et tout. Vive Ousmane DEMBELE🥳✍🏾✌🏿;1
@BalbyGang-c4i Félicitations à vous Ousmane ❤;1
@djibyndiaye4523 ❤❤;1
@jeanrogerepoh5944 Enfin le ballon d'or redevient crédible. Mes félicitations à Ousmane Dembelé, c'est ton arrivée au PSG qui m'a redonné confiance à une possible LDC. Bravo ne cesse de travailler comme Messi et Christiano Ronaldo, tu peux aller au-delà de ce mérite. Mes félicitations une fois de plus champion;1
@jean-pierrestraub7530 Crédible? Lol ! C'est le moins mérité depuis Cannavaro;1
@uhSaay Le discours le plus émouvant, respect Ousmane, ballon d’or 🔥;1
@mohammadsaimon5892 Dembele deserve it❤;1
@DoumbiaSekou-w4i Félicitations 🎊 dembelle ❤❤❤;1
@mbarektaouille Luis Henrique lui a fais prendre conscience de son réel potentiel;1
@hocineall134 Ma sha Allah frérot;1
"@Aragorn-7xy Magnifique!
Maintenant que les 2 monstres Messi et Cr7 ont fini de remporter tous les B.O, la course va être bcp plus indécise chaque année, avec de nouveaux noms qui vont poivoir s inscrire au palmarès, comme c était le cas avant.
Le B.O est une récompense faite pour changer de main régulièrement, honorer des grands joueurs qui marquent une époque, un instant.";1
@OubenRachid Félicitations !ton parcours exceptionnel démontre tes grandes capacités !, bravo pour toi! Tu le mérites !;1
@phenix1944 L'essentiel deux africains 🎉;1
@Metabethy07 Nous t‘aimons Dembele 🎊🥳🥰;1
"@marie-louisefourmont Bravo Ousmane Dembélé  c'était très touchant votre discours du ballon d'Or que j'ai entendu et tu le mérites 
Je Remercie le Seigneur vous bénisse et protège bonne chance aux PSG.";1
@sebastiencolson7739 Exceptionnel💪💪💪👍;1
@Pelvilain11 Une belle travaille équipe avec Le PSG, bravo Dembélé pour cette année;1
@MrJojoeast Comme quoi la pizza ça paye 😌;1
@mikailsahin5684 Bravo 1er et dernier 😅😅;1
@pelemutombotshibuabua6846 Ton discours ma fait versé une larme 😊;1
@alisgelondown8472 Bravo Ousmane Dembelé 🤍;1
@juniorkugbe9938 Waoooo c'est très émotionnel ❤❤❤;1
@skylerthehuman8012 Well deserved 🎉🎉🎉🎉🎉🎉🎉🎉🎉;1
"@lelongdusud ah!! elle a l air heureuse sa mama...
pas grave ,on a gagné 1.0";1
@CyrilOvic Marseille a mis un but , le PSG écrit l'histoire 😂 ballon d'or et 3e Vitinha meilleur entraîneur, meilleur gardien et meilleur club du monde , champion d'Europe et super coupe d'Europe, profite bien de ton but contre un PSG B 😂;1
"@lelongdusud ​ @CyrilOvic tete de chips 🐰,t as un président qui pense qu au pognon et sa babal d or. je te rappelle tellement il s en tape de ton club, qu il voulait que notre om joue a 15 h! 
ton président n était pas là au velo.. 
il ciré sa chaise a votre ballon d or qui remercie en premier prince nacer""c est comme mon papa"" 😲😲😲🐰.et remercie comme il a dit "" pour finir je remercie ma mere"" il est pitoyable ce mec! 
dans le public on entendait crier que Yamal. 
a Marseille, on vie avec notre ville , notre club. 
nous on défonce pas notre ville, quand on gagne une coupe d Europe ! 
on l apprécie ❤";1
@lelongdusud ​ @CyrilOvic c le katar qui écrit l histoire 😘😘😁;1
@CyrilOvic ​ @lelongdusud c'est Tapie le voleur qui a écrit l'histoire de ton club minable 😘;1
@edjemeesme816 Bravo;1
"@naoumiramababaye2017 Il m’a fait pleurer avec son discours du début à la fin 
C’est vraiment touchant mais aussi très mignon 🥰 
Il a grave mérité à 💯 Félicitation Ousmane Dembélé pour cette belle récompense 😍🥰";1
"@tresormwelwa6679 Si on m'avait dit que Dembelé allait gagné le ballon d'or avant Mbappé, je l'aurais pas crû 

Bravo Dembelé";1
@huguessuana3085 You deserve it .Thanks;1
@ElielBoffink Bravo Ousmane;1
@nakidayoraudgnazale5883 Et Ousmane balón d'or;1
@ludovic9477 Bravo 🔴🔵;1
@OVOUONAEstherDaniella Cette humilité qu'il a c'est ce qui lui a permis d'être le premier noir à avoir le ballon d'or d'Europe. ❤L'HUMILITÉ PRÉCÈDE LA GLOIRE❤. FELICITATIONS OUSMAAAAAAANE DEMBÉLÉ!!!;1
@FernandNdagano Oui, l'humilité précède la gloire,et l'orgueil précède la chute !;1
@rodolphe6160 Il est humble;1
@José2607slyzen Jesus vous aime 🙏❤️‍🔥☝️✝️;1
"@pimousse45_27 Voilà voilà, c’est exceptionnel !!!

Félicitations 🎉🎉🎉";1
"@BlueWhiteRed_Patriote On le sait depuis mille ans...
Bref le ballon d'or n'est plus ce que c'était depuis pas mal d'années soit c'est pour le merchandising (Cristiano Ronaldo Messi) soit tu gagnes la champions League et basta 😮😢.";1
@estebanramosjimenez7291 C'est beau de le voir gagner mais encore plus de voir Ronnie lui donner le trophée....🙏🙏🙏;1
@RahmaOmar-gu6nw Bravo OSMAN 🎉🎉🎉;1
@Mk_9216z Ehhhhh Ousmane ballon d'or;1
"@BaguettedeFR Il fait un très beau ballon d’or. Mature honnête et plein d’humilité.
Bravo.";1
@Mnord1 Merci ❤;1
"@DrigoGmail Personne ne dit le contraire !!! 

France foot ! Ok";1
@YayaBarry-g5p Ousmane ballon d'Or et Ousmane ballon d'or ❤❤❤❤❤;1
@delphineteyssonneau5311 Bravo Ousmane❤❤;1
@DerrickArinda-w4g You deserved it bro;1
@pereznjoh4868 Masterclass de Ousmane 👏👏👏Quel discours.. 👌;1
@MariePeyronnet-h2z Exeptionel ×5❤😂;1
@pat963 Le carnaval  continue;1
@Zizou212mejri Je suis barcelonais mais j'étais tlm sur que Dembelé va gagner le ballon d'or il a fait une superbe saison en gagnant la ligue de champion et la coupe de France et la ligue 1 félicitations a vous les parisiens il était exceptionnel ( j'aurais jamais cru que Dembelé aurait le ballon d'or avant mbappe 😂😂);1
@MickaëlAscona Gg Ousmane tu le mérites;1
@boriceconstantinpoukandjan6568 Un gars sincères et très émotif;1
@mikawel6128 Magnifique discours plein d'émotion, vraiment un bon gars OUSMANE ❤;1
@seddikbenaissa4372 Et Ousmane ballon d'or🎉;1
@queenamr1970 You deserve to win it dembele;1
@steevenmohamed2616 💪🤩🇪🇦⚽🇫🇷🤩💪👏🏿👏🏿👏🏿;1
@Vplus97 Félicitations! Tu le méritais amplement;1
@ldr3003 Eh oussaman n'allons. D'or🎉🎉🎉🎉🎉;1
@ttdu93 Bien joué Ousmane;1
@hudiamichael2791 Rien à dire ! C est Mérité …! ❤💙👍🇫🇷👍;1
@-ci7ru Hakimi ❤❤❤❤❤❤❤❤❤;1
@boriceconstantinpoukandjan6568 Tu le mérites, toutes mes félicitations.;1
@AminataSissako-d9r2k Bravo Ousmane🎉❤;1
@beatricer6862 C'est mérité. Bravo Ousmane;1
"@morgan2kill Bravo a lui c'est mérité sur cette saison 👏.
En revanche il y en a un qui a brillé par son absence c'est mister Boulard Mbappe... le mec ne viendra que quand il sera sûr de gagner ??? c'est minable en plus il a joué avec Dembele cela aurait ete respectueux pour lui qu'il soit la, rien que pour cela jamais il ne l'aura ce ballon d'or.";1
@runkalbass6306 J'aime bien la tête de sa mère pas là pour rigoler prenez exemple mes soeurs;1
@sanecadeau3411 Je pense que c le discours le plus touchant de. l histoire du ballon d or;1
@NGAN-x2q Quelle fierté ! Bravo à M. Ousmane Dembele pour le Ballon d'or 2025. Le talent et le mérite français ont été récompensés !;1
@paulinedjunga8895 Finally c’est exceptionnel 🤧;1
"@vivienheullant8673 Mais je voulais dire que c’est exceptionnel quand même ! 😂. C’est pas ouf la cérémonie  du Ballon d’Or ça vole pas haut comme le foot en général tu me diras. 
Vraiment pas exceptionnel pour le coup. 😆
Il a le charisme d’un poulpe mais bravo à lui. Il a fait une saison pleine.";1
@sanecadeau3411 Et ousmane ballon d or🎉🎉🎉🎉;1
@PreciousChingani He deserves it 💪💪💪🙌👌;1
@djamodjamaofficiel La première fois de l histoire un homme noir qui soulève la ballon d or c est incroyable je suis fier même si j aim yamal au fond ❤;1
@tonysatch2065 Bravo Dembélé pour le ballon d’or tu le mérites;1
@mamadoutoure944 Je suis fière une sensation indescriptible merci ousmane!;1
@Diamndfrancis Congratulations dembele !;1
@raherindrainytsarahasy maman c'est forte. ❤ félicitations Démbélé.;1
@tounsi9415 Je suis content pour lui;1
@fikarmahulauwfikar 😮;1
@youtubeurultra6070 Bravo Dembouz, c'est archi-mérité ! 💖💙🏆;1
@PrimitiveTerrain J'ai les larmes au yeux tellement qu'il est sincère.  Quelle belle personne.;1
@cpt-bossman I'm a Chelsea FC supporter! I just want to say well deserved Dembele, job well done!;1
@CyrilOvic C'est normal surtout dans le football, sport populaire dans les quartiers car on peut jouer au football facilement, juste un ballon il faut .. puis seuls ceux qui ont vraiment faim font tout pour bien manger 😉;1
@e.mohamed-wj5lr Nos Chaleureusrs et Sincères Félicitations Mérités à Dembelée. Le prochain ⚽️ sera pour Hakimi 🤲🇲🇦👍;1
@Camilabrsl Le moment où il remercie sa ville me fait rire 🤣🤣 wow..  ❤️ hyper émouvant surtout sur sa mère, il mérite de ouf le ballon d'or 🔴🔵;1
"@HMAKSHMAKS Monsieur DEMBELE, Félicitations pour le Ballon d'Or, et c'est tout à fait mérité...et ce n'est que le début même s'il y a déjà quelques années derrière vous.
Force et Courage pour la suite. 💪🏾✊🏽
Bonne continuation à vous. 
Salutations de 🇳🇨🇳🇨🇳🇨🇳🇨";1
@halmo68 Félicitations à lui.;1
"@JMJ7094 J'aurais mis Achraf Hakimi.

Mais la résurrection et transformation de O Dembélé grâce au coach est un miracle.

Dommage qu'il n'évoque pas sa femme.";1
@cedrickihoulou6575 Bravo à Démbele;1
@SuperBenfish Ronaldinho aussi avait l'air très fier de remettre ce trophée à Ousmane;1
@SerigneNdiaye-n5e ❤❤❤ousmane👏🏾👏🏾👏🏾;1
"@SuperBenfish ""Exceptionnel""... le mot phare de ce discours";1
@dortdyry702 Mérité 100 fois🎉;1
@smk.kg1 ❤🎉🎉🎉 my brooo;1
@EliasàElielMoke Courage à nous les africains;1
@CR7..SIUUU1.0 Congratulations. But for me it was  Yamal;1
@samsungsamsungg-bz3pl Lamin Lamin Lamin yamal yamal 😢😢😢😢😢😢😢😢😢😢😢😢;1
@thierry6761 ❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉🎉🎉;1
@EmeranTekadam Félicitations Ousmane🥳🥳🥳 tu as mérite ton ballon d'or 🎉🎉 le travail acharné voilà ce que ça donne''récompense '';1
@Isaac-u6x2e Mais je merai donner à lamine ce moi Ronaldinho de Nigeria;1
@MrFlashknight Sans l'aide des médias ou de ses entraîneurs, ca se joue sur le terrain. Ça donnera une leçon d'humilité a certains;1
@bambapaty7141 Dembele l’a amplement mérité ❤;1
@mohamedabdou8878 Bravo champion, t'as travaillé dur 🎉❤;1
@maximecoubes1872 Mon moment préféré c'est lamine Yamal qui disait absolument rien.;1
"@gauthiertritant133 Bravo DEMBELE! 🔥🔥
Son parcours est vraiment inspirant et ce discours sincère reflète pleinement qui il est 👏";1
@SUPERNIK0777 MERCI OUSMANE;1
@NadiaPereiraagrela Ouiiiiiii ail a gagner 🥳🥳🥳🥳🥳🥳;1
@zinckflix9045 Mérité 🎉😊;1
@AshleyRobine Ousmane très humble c est pour ça il à tout gagner;1
@toxigro93 Voilà, et voilà, en fin voilà!;1
"@xercesss 👏🏻👏🏻👏🏻
Rien à redire";1
@thaddeetshimbulu9015 C'est vraiment mérité Mec;1
@CabdinajiibCabdu Goat demebele  owner ballondior  he deserves  more;1
@AshleyRobine Enfin un vrai black panthère gagne le ballon d or;1
@AshleyRobine Dembouz il à bcp été un soutien d Obama étang c est un très bon joueur;1
@Ahmeddamlat-tt2id Ohhh  on est fier  de toi dembelé il le meritait  il m a fait pleurer 😢😢;1
@Djeseune Exceptionnel;1
@chicomanueldiasjamo536 Amazing;1
@mlrg9714 c'est la premiere fois que je regarde le ballon d'or  allez paris merci ousmane;1
@JermeiMacaigne J’aurais préféré Akimi mais Dembelé le merite également.;1
@mamadykourouma5759 On es Barcelonai mai tu le mérite ❤;1
@EwrTahsu Our two Muslim brother ❤;1
@MaxOoh-s5r Et Ousmane ballon d'or, et Ousmane d'or. Félicitations Ousmane Dembele, trophée amplement mérité.;1
@juju91-s5d Je suis pour l'om francais avant tout bravo ousmane très content pour toi tu le mérite,  et aussi kylian pour moi ❤;1
@carlosfreitas8263 Bravo Dembouz humilité simple propre tu as du mérite;1
@Kamal1996-v4d Good luck Osman, there is no question of raising questions.;1
@pepsikopatte6556 Bravo👍👍💪💪;1
@NathanMakwaya Way to go Ousmane 🎉🎉❤;1
"@FodemadyDiakite Je suis un fervent supporter du grand Real Madrid, mais honnêtement je te félicite 
 dembouz tu l’as largement mérité, continue de brillé, qui aurait crue que tu l’aura avant beaucoup d’autres grand joueurs de cette génération";1
@brisBaraka Apparemment ils ont fait la justice, bravo 👏👏;1
@atikelhachioui5759 On un mot, c’est exceptionnel 🎉;1
@hujambokorodani3448 Bravo Ousmane ! J'espère que Yamal aura un jour son ballon d'or;1
@floriancotard3364 Evreux 27  😌👏👏👏👏 on n’est là;1
"@sarazinosarazino557 Trop content pour mbappe , le karma a bien frappe avec un gros seum. Meme si ce soir l om a gagne , c est pas grave du moment que nbappe paie son karma jviens bien dormir
Nikel";1
@NoeMoubamba Il est vraiment reconnaissant ❤;1
@paterne5993 Voilà une décision qui en matière de ballon d'or fait l'unanimité.  Le gars est poli humble et très reconnaissant. Plus Heureuse est sa mère biologique.  Bravo Dembele;1
@TerminatorKash Tu mérite  mon pote;1
@ResetReset-z5o Il l'a mérite 💯;1
@Abass-md1iu Il la vraiment mérité ❤;1
@theone-only1 Bravo dembelé;1
@AdhamHUDOYQULOV 🎉🎉🎉🎉🎉;1
@AmadouDiallo-i2c ❤😢❤😢❤❤❤super ❤cool Souma ❤🎉🎉;1
@usaoran C est Afrique qui règne dieu aime sa creature la bonne foie envert dieu a gagner bravo petit;1
@ikspali6360 Imagine winning BD and there is Dinho waiting for you on that stage. DINHO!!;1
@Асель-я8э9ф Усман Молодец❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉🎉;1
@verapalves1033 Foi merecido, parabéns 👏👏👏👏♥️;1
@donaldy1202 Bravo Bembélé 👋👋👋👋Le prochain, ce sera à toi, Yamal. Attends un peu and keep shinnig;1
@ahmkrm934 Les discours tout droit sortis du cœur comme celui ci il y’a rien d’aussi émouvant et authentique un ballon d’or mérité #ousmaneballondor❤️;1
@sergemuller-s2i Le ballon d'or est la preuve que le football n'est plus un sport collectif !!!;1
@manuelmendiola9939 💛OUSMANE BALLON D'OR 💯Ici c'est Paris ❤💙;1
@PatienceLeugoue Mérité;1
@MoniqueAgboteko Ne jamais baisser les bras ❤🎉🎉;1
@nematjonismailov1224 Respect Usman from Uzbekistan! Usman is big Footballer and good people;1
@ibrahimalidideh6391 Le ballon d'or du peuple!;1
@SandeepKarki-10M Lamin yamal 💏📻. 😅......and    dembele 🏆;1
@GauthierMoukassa Tu l'as amplement mérité mon gars... Tu as brisés beaucoup des mythes 🎉🎉🎉;1
@MdJahangir-k8s1w First time I filing so amazing and I watch the movie of ballon dior;1
@Heinrich3339 Le noir de l’année gg;1
@GloriaFBangura Congratulation Mr Osman Debela;1
@zouheirtng Le triomphe de la simplicité, de l`authenticité, bref de l'humain. Félicitations Ousmane mais Lamine ton moment de gloire viendra si tu continue à bosser. Bravo à tous les deux.;1
@MRDJADJA509 Il a fait un discours très intéressant et touchant 😊;1
@MRDJADJA509 Ousmane très reconnaissant et très optimiste;1
@KervensBelizaire-q1t 🎉🎉🎉🎉;1
@ridha766 Le ballon d'or de l'humilité ! Kiki aurait du appliquer le discours de Luis concernant Michael Jordan haha;1
@MRDJADJA509 T’es mérité le titre Ousmane Dembelé💪;1
@ToienfatiToien Moi j'aitait sur il a gagné 😂😂😂😂😂😂😂;1
@marthekatili1639 Regarder bien sa couleur de peau c'est bien un africain fabriqué en France;1
@nicolasmas3825 Toujours tellement humble ce gars. C'est énorme. Félicitations à lui.  J'en ai eu les larmes aux yeux hier soir.;1
@hillarylumbi238 African congratulations;1
@cameroonnewlook544 Bravo Ousmane Dembellé.;1
@erickbiya selamat untuk Ousmane Dembélé;1
"@xxxxeni111 Rafinha, you are in our hearts!
This award is rightfully yours.🙌";1
@AndréIBONGO Je pleure on même temps je suis si fière de toi 🎉❤❤❤;1
@henrimicheleboule8038 Mérité;1
@xxxxeni111 Rafinha the best!!!!!;1
@IdiiOfficial Un discours très touchant !;1
@stephane1133 That's beautiful !;1
@Anvar_edit-u5v Lamine Yamal  winner❤❤;1
@ArielAka-m7x C'est lui le ballon d'or;1
@SARAASEM Une vraie musulman et honnête bien méritées qu’on a parlé des la maman à croquer direct un vrai bonhomme. Bravo à toi. Osman;1
@alimmusdarjr Alhamdulillah Dembele Winer Ballon do'r 2025❤;1
@AmadouSow-r4o C'est cool ça ❤;1
@Raul-v7i2e Por fin se hizo justicia DEMBELE BALÓN DE ORO ❤;1
@ArielTorrez-d6v Gano quién lo merecía;1
@wallyissoufbande 🎉🎉🎉🎉;1
@Bibichocolat-yz4mb Euh est-ce qu’il a oublié de remercier son épouse ou bien???? Félicitations à lui;1
@CyrilOvic Celui de Benzema était archi mérité, faut rien n'y connaître pour penser le contraire, sa saison était juste incroyable...;1
@amaBah-r5n Ce vraiment magnifique oui❤❤❤❤ dépuis l’espagne❤ Sévilla capital;1
@Yarfune C'est un bon gars le Dembelé. Ça fait plaisir, ça me donner envie de jours au foot;1
@jackyhoarau8896 Il le merite,❤❤❤❤❤❤❤❤wallah;1
@dyndecolchester308 C'est ça un ballon d'or du peuple, un vrai !  Dembegoat 🔥;1
@Bajnax Finally someone say it;1
@MOUSSAABASSMED Merci beaucoup osman ❤❤❤;1
@Domou_ndakaru NOREYNI niarry leer leu desna bénén inshallah;1
@Refbemdiar Felicitations a toi Dembouz. Que Dieu te benisse et t'amene beaucoup plus de succes. 🎉;1
@alsenycamara6128 Maintenant le ballon d’or c’est pour les noirs ❤;1
@FightEmpire-j9v Debele🎉🎉🎉;1
@FightEmpire-j9v Debele🎉🎉🎉;1
@obiangndonghanshulrich7156 Bravo Dembouz vamos;1
@cypauwiseman J’ai pleuré avec toi. Je suis tellement fier de toi Dembouz ❤;1
"@merveilmukoko Les discours le plus honnête et  sincère, il cite tout le monde.

1k pour Dembele.";1
"@Aniki82 Oui c'etait émouvant la partie avec Deschamps ça faisait plaisir a voir :') 

On croise les doigts pour avoir une belle coupe du monde surtout aux US, meme si la pression est enorme pour eux !!";1
@merveilmukoko ​ @Aniki82 bien observe la prochaine aventure 😅.;1
"@Soso-m2h Le discours le plus honnête il était honnête il dirige je ne mérite pas ce ballon d'Or. 
Il dirait que j'ai déjà volé le titre de meilleur joueur de ligue des Champions a raphinha.

Qui a fait plus de match correct que moi plus de fois homme du match plus de buts plus de passe. 
Je ne suis même pas le meilleur joueur de robe donc vous pouvez pas voter pour moi pour être le meilleur joueur du monde. 
Donc je rends mon ballon d'or .
Il n'y a aucune honnêteté dans les garçons se réveiller";1
@merveilmukoko ​@Soso-m2hoh moins tu reconnais sa grandeur.;1
@lelongdusud ​@Soso-m2hmerci le san😊;1
"@merveilmukoko ​@Soso-m2h Bien j'ai assez vu , dans le football c'est plus la performance personnelle, raphinha c'est un bon joueur espérons qu'il aura sa prochaine balle d'or mais je doute encore.

Accepte cette réalité, tu n'as pas d'autres choix.";1
@merveilmukoko ​@Soso-m2hun voleur peut il être honnête, au moins Dembelé à donné le meilleur de lui même et il à affirmé dans son discours que le ballon n'était pas dans ces analyses, pour son Dembelé c'est la perfection continue.;1
@Soso-m2h ​ @merveilmukoko il a fait une très bonne saison et il a fait un très gros progrès par rapport à ce qu'il était avant mais ce n'est pas lui le meilleur et ce n'est vraiment pas lui qui méritait le ballon d'Or quand on voit les chiffres de raphinha et son parcours.;1
@merveilmukoko ​@Soso-m2h Bien au moins la réalité te remets en raison.;1
@Zaidijou Achraf hakimi is de gold;1
@eddersincyr3466 Sensational;1
@yanis_maker Quel bonheur ❤💜;1
@LodovGandut Congraculations oshime dembele🎉🎉;1
@melisasoares9672 Félicitations !!🎉🎉;1
@mlkk4376 Ruud gullit presente 😊;1
@HacenLy-i9e Félicitations à Dembele;1
@hajjakasifah157 Ousmane tetap sehat y❤❤❤❤;1
@hajjakasifah157 Ousmane yg terbaik❤❤❤❤;1
@blancoalves1613 Très fière de toi frère ❤❤❤❤❤;1
"@warriorforlife2405 C est le congo qui gagne . Fatshi beton muana mboka.
Drc ❤";1
@Link-77 Mdr on félicite un joueur d’avoir joué 4 mois seulement sur 12 on pouvait pas faire mieux niveau crédibilité ! Enfin bref ce trophée valait déjà plus rien maintenant il montre vraiment qu’il a même pas de valeur d’investissement non plus;1
@Link-77 Mdr on félicite un joueur d’avoir joué 4 mois seulement sur 12 on pouvait pas faire mieux niveau crédibilité ! Enfin bref ce trophée valait déjà plus rien maintenant il montre vraiment qu’il a même pas de valeur d’investissement non plus;1
@Link-77 Mdr on félicite un joueur d’avoir joué 4 mois seulement sur 12 on pouvait pas faire mieux niveau crédibilité ! Enfin bref ce trophée valait déjà plus rien maintenant il montre vraiment qu’il a même pas de valeur d’investissement non plus;1
"@MohamedLamineAzizCamara Félicitations à toi mon grand 
C'est mérité 
Et vraiment le discours est plein d'émotions 

Force à toi et vive le football❤❤❤❤
Faites nous rêver encore et encore";1
@karimmoh1788 🥰🥰🥰🥰🥰🥰🥰🥰;1
@AzizbekQambarov-g7b ❤❤❤;1
@NematBozorov-b1i8f Да это справедливо вручения золотого мяча Усмана Дембеле❤❤❤;1
"@hdi1745 Le niveau du foot a vraiment baissé 
Dembele ballon d’or incroyable qui l’aurai cru l’année dernière encore…
Félicitations à lui 
Il est le meilleur des présents et prétendant cette année mais… le niveau du foot a baissé… 
Ce genre de joueurs n’aurait jamais été ballon d’or dans l’ancien monde pro ou il y avait tellement de grands joueurs… 
Aujourd’hui il y a presque aucun grand joueur… la preuve un jeune de 17ans fini 2ème";1
@souzarai7363 Le niveau du football n’a jamais été aussi élevé !  Les anciens grands joueurs ne défendaient pas comme lui !   L’intensité est 100 fois plus importante qu’il y a 10 ans !   Après ce sont des cycles mais le collectif et la jeunesse sont plus présente que jamais .;1
@FlorFLORENT Il le mérite;1
@bestcompilations7656 Quel bon choix il a fait d'aller au PSG;1
@IbrahimasoryCoulibaly-n5l Félicitations Ousman❤❤❤;1
@partyplaypleasure Si y en a bien un qui le mérite cest lui au nom de Dieu;1
@Novacuts23 Incredible truly well deserved but I still do feel for Salah and raphinha 📈;1
@milova90 love dembele🎉🎉🎉;1
@DabyTRAORE-o8p ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤;1
@amadoudiawara1540 Tu es le meilleur des meilleurs tu le merite amplement ❤😊;1
@jeromebayard5824 C'est un des plus beaux discours du fond du coeur des remises du Ballon D'Or;1
@youssefalmansor1152 We used to support Paris Saint-Germain, but now we don't, and Hakimi remains the best right-back in the world.;1
@joelsaodien1058 Vous voyez comment les blancs organisent leurs  choses bravo monsieur Dembélé;1
@muqorobindemak3790 Layak dan pantas beliau pemain terbaik...;1
@adamkasmi2698 Incroyable, mais vrai ! Dembélé a connu une saison mitigée, avec des hauts et des bas, et pourtant, il a remporté le Ballon d'Or. Incroyable ! Le seul joueur à avoir été au top de sa forme toute la saison et à avoir disputé tous les matchs n'est autre que Hakimi ! Hakimi doit quitter le PSG d'urgence pour un grand club comme le Real Madrid !;1
@LamzoR-s8s5r Son discours m'a fait pleurer 😢, merci Ousmane Dembélé et la FIFA pour le ballon d'or 2025. Et félicitations à tous 🎉🎉🎉🎉🎉🎉;1
@Pakos-Terimos Bravo Ousmane.;1
@YaNaing-y2l 🌹🎉🇺🇸;1
@babaracamara1726 Ces du mérite ❤ vraiment de la part de dembouz;1
@torrepaolo7527 Mérité pour le meilleur joueur de la saison;1
@arkhaelghislainmuhindo8197 Un mec exceptionnel  !;1
@nephiuAB Congrats Dembele, well deserved;1
@يوسف-ه6ص4ج Achraf Hakimi le vrai ballon d or.;1
@DannyKrooss La FIFA devrait attribuer le ballon d'or 2024 au real Madrid;1
@JirssNkulu Je suis fier de toi mon joueur 🎉🎉🎉❤❤❤❤;1
@souroukoufadjalan9878 Félicitations à toi, ousmane.tu le mérite pleinement ❤;1
@MRMTaza5428 Dembele bravo maïs Yamal le mérite aussi;1
@bouchaibbelhanda485 Bravo il est de mon quartier a rennes ♥️;1
@rezasurbakti2914 Selamat buat Ousmane Dembele.. ballon D'or 👏👏👏👏👏;1
@ColthDivassa Bravo champion depuis le Gabon 🇬🇦💪;1
@bathroomsinger7820 After long time ballon D’or with deserved person;1
@chrispinlungu1779 The real winner has got it this yr.  Congratulations Ousmane Dembele;1
@Paresseux2023 Évreux à l'honneur ❤ merci os;1
@Steven4_michael Ahhh Ousmane Dembelé t'es fort gros 🎉🎉🎉;1
@BakitéGona Incontestable il mérite ,pas de débat ❤❤🎉🎉🎉;1
@رعدالموسوي-س5د فوز مستحق عكس عامي ٢٠٢٣ سرقت من هالاند وقدمت لميسي و٢٠٢٤ سرقت من فنيسيوس، جونيور وقدمت لرودري;1
@mustaphatichetti9280 La Francia se sa giocatori e finché balcone d'oro hhhhhhhhh;1
